"","School.Name","County.x","Urban.Rural","Classification","X19.21.Difference.in.Math","X19.21.Difference.in.English","All.Students.English.Achievement","All.Students.Math.Achievement","X2021.All.Students.English.Achievement","X2021.All.Students.Math.Achievement","American.Indian.Alaskan.English.Achievement","American.Indian.Alaskan.Math.Achievement","Asian.Pacific.Islander.English.Achievement","Asian.Pacific.Islander.Math.Achievement","Black.English.Achievement","Black.Math.Achievement","Economically.Disadvantaged.English.Achievement","Economically.Disadvantaged.Math.Achievement","Hispanic.English.Achievement","Hispanic.Math.Achievement","White.English.Achievement","White.Math.Achievement","Students.With.Disability.English.Achievement","Students.With.Disability.Math.Achievement","X2021.American.Indian.Alaskan.English.Achievement","X2021.American.Indian.Alaskan.Math.Achievement","X2021.Asian.Pacific.Islander.English.Achievement","X2021.Asian.Pacific.Islander.Math.Achievement","X2021.Black.English.Achievement","X2021.Black.Math.Achievement","X2021.Economically.Disadvantaged.English.Achievement","X2021.Economically.Disadvantaged.Math.Achievement","X2021.Hispanic.English.Achievement","X2021.Hispanic.Math.Achievement","X2021.White.English.Achievement","X2021.White.Math.Achievement","X2021.Students.With.Disability.English.Achievement","X2021.Students.With.Disability.Math.Achievement","County.y","BS","MS","S","phd","Total","Post.Grad.Percentage","Total.Students.Enrolled","Teacher.Student.Ratio","White.Percentage","Black.Percentage","Econ.Disadvantaged.Percentage","County","Avg..Annual.Salaries.Administrators","Avg..Annual.Salaries.Teachers","Avg..Annual.Salaries.Support.Personnel","Absent...5D.Percentage","Absent.6D.15D.Percentage","Absent..15D.Percentage","id","amount","school_ppe_21","direct_cert_perc","mobility","ENROLL_PCT_GIFTED","u.r_dummy","growth.rate.math"
"39","Annette Winn Elementary School","Douglas County","Urban","E",-24.49,-21.17,66.15,64.1,44.98,39.61,0,0,0,0,66.97,59.83,64.8,63.52,62.18,67.95,61.11,61.12,26.47,23.53,0,0,0,0,43.95,34.1,42.08,37.08,40.83,39.17,0,0,19.45,13.9,"Douglas County",15,7,7,0,29,0.482758620689655,417,14.3793103448276,10.1,47.2,72.9,"Douglas County",89887.23,62107.34,69455.56,30.7,37.2,32.1,1,3896712.21,12836.400390625,43.5999984741211,22.2,6.3,1,-24.49
"40","Annie Belle Clark Elementary School","Tift County","Rural","E",-15.74,-15.71,73.85,78.63,58.14,62.89,0,0,0,0,55.24,61.9,73.85,78.63,75.54,78.73,86.33,90.65,36.54,48.09,0,0,0,0,40.51,43.05,58.14,62.89,55.56,59.72,66.12,75.01,34.38,42.2,"Tift County",20,17,16,0,53,0.622641509433962,754,14.2264150943396,47.3,32.8,100,"Tift County",76404.62,56356.44,56205.86,29.8,40.8,29.3,1,5808716.69,10539.58984375,49.5,13.5,14.4,0,-15.74
"41","Annistown Elementary School","Gwinnett County","Urban","E",-25.15,-3.46000000000001,65.65,79.39,62.19,54.24,0,0,0,0,69.01,80.22,60.27,74.23,54.65,74.42,56.67,66.68,30.21,44.81,0,0,0,0,70,55,54.52,47.93,48.67,50,0,0,12.5,10.72,"Gwinnett County",13,26,8,4,51,0.745098039215686,768,15.0588235294118,6.4,56.6,67.4,"Gwinnett County",92829.71,64529.53,69184,70.3,19.3,10.4,1,7045397.33,11805.7900390625,38.5999984741211,15.1,8,1,-25.15
"42","Antioch Elementary School","Whitfield County","Urban","E",-5.29000000000001,-17.67,73.39,74.14,55.72,68.85,0,0,0,0,0,0,72.46,73.48,70.34,71.67,86.92,83.34,29.18,45.84,0,0,0,0,0,0,55.49,68.3,52.08,66.67,66,76,34.47,55.18,"Whitfield County",8,18,11,0,37,0.783783783783784,427,11.5405405405405,28.3,1.6,91.8,"Whitfield County",74791.5,60895.32,62950.25,53.9,38.6,7.5,1,4576894.16,12872.8896484375,32.4000015258789,10.1,3.2,1,-5.29000000000001
"43","Apalachee High School","Barrow County","Urban","H",-28.43,-14.03,72.69,59.47,58.66,31.04,0,0,81.25,74.29,61.24,40.27,65.76,53.11,67.84,55.79,77.39,65.75,33.33,23.18,0,0,0,0,45,19.53,57.09,30.68,59.65,29.27,64.06,36.62,30.76,21.55,"Barrow County",45,58,9,2,114,0.605263157894737,2055,18.0263157894737,53,16.1,34.9,"Barrow County",79610.16,53186.23,58838.79,14.5,28.8,56.8,1,12643539.41,8720.099609375,19.7000007629395,15.2,9.5,1,-28.43
"44","Appling County Elementary School","Appling County","Rural","E",-1.50999999999999,-5.55,54.66,69.94,49.11,68.43,0,0,0,0,41,57.34,54.66,69.94,53.89,72.42,63.88,76.97,26.48,40.2,0,0,0,0,32.55,51.58,49.11,68.43,47.82,65.36,60.22,81.15,23.03,39.9,"Appling County",20,20,6,0,46,0.565217391304348,509,11.0652173913043,42.2,30.3,100,"Appling County",86657.01,55741.82,70821.55,38.1,42.2,19.6,1,5243731.97,13956.0400390625,54.5,13.2,6.2,0,-1.50999999999999
"45","Appling County High School","Appling County","Rural","H",-10.13,-17.75,68.2,61.12,50.45,50.99,0,0,0,0,42.95,41.68,68.2,61.12,65.63,63.29,77.02,68.53,30.77,32.32,0,0,0,0,26.47,30.31,50.45,50.99,48.21,52.09,59.79,60.91,22.92,26.57,"Appling County",16,26,14,0,56,0.714285714285714,1049,18.7321428571429,57.7,23,100,"Appling County",97801.92,61291.51,67168.76,29.4,42.9,27.7,1,8972949.68,11687.5400390625,35.4000015258789,8.9,5.9,0,-10.13
"46","Appling County Middle School","Appling County","Rural","M",-6.56,-7.84,62.24,66.64,54.4,60.08,0,0,0,0,44.14,46.3,62.24,66.64,58.53,67.89,70.88,75.53,38.39,44.39,0,0,0,0,37.65,43.07,54.4,60.08,48.15,58.52,64.36,68.28,27.09,38.44,"Appling County",24,27,8,1,60,0.6,875,14.5833333333333,54.3,23.1,100,"Appling County",93731.52,57376.59,71343.44,46.1,37.6,16.3,1,7062766.93,11331.8798828125,45.9000015258789,11.7,6.9,0,-6.56
"47","Appling County Primary School","Appling County","Rural","E",-2.53999999999999,-9.15,55.19,69.32,46.04,66.78,0,0,0,0,33.71,52.17,55.19,69.32,55.18,74.15,69.17,81.68,27.77,29.63,0,0,0,0,28.41,47.73,46.04,66.78,45.24,63.1,58.91,80.15,32.76,56.91,"Appling County",22,14,15,1,52,0.576923076923077,547,10.5192307692308,46.3,26.9,100,"Appling County",89797.71,56057.08,61674.75,41.1,45.3,13.5,1,6211400.19,15325.98046875,58.2999992370605,15.8,1.6,0,-2.53999999999999
"48","Appling Middle School","Bibb County","Urban","M",-9.99,-2.69,33.36,30.58,30.67,20.59,0,0,0,0,32.65,30.23,33.36,30.58,0,0,50.01,43.75,31.62,28.69,0,0,0,0,30.23,20.03,30.67,20.59,0,0,0,0,35.17,23.91,"Bibb County",22,19,3,3,47,0.531914893617021,803,17.0851063829787,4.1,91.4,100,"Bibb County",92569.31,50905.72,65081.37,15.6,25.8,58.7,1,5434538.07,10545.330078125,70,14,1.3,1,-9.99
"49","APS-Forrest Hills Academy","Atlanta Public Schools","","H",-10.53,-6.14,6.14,10.53,0,0,0,0,0,0,6.13,8.34,6.14,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Atlanta Public Schools",3,17,5,2,27,0.888888888888889,76,2.81481481481481,0,93.4,100,"Atlanta Public Schools",104661.5,67621.65,82486.45,60.5,18.4,21.1,1,NA,NA,78.8000030517578,143.8,NA,NA,-10.53
"50","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","DeKalb County","Urban","H",-11.83,-19.23,84.55,61.49,65.32,49.66,0,0,0,0,84.54,61.93,80.75,56.37,0,0,0,0,54.76,26.47,0,0,0,0,66.11,48.54,54.93,47.03,0,0,0,0,0,0,"DeKalb County",22,41,14,5,82,0.731707317073171,1270,15.4878048780488,0.2,95.9,54.1,"DeKalb County",106942.04,66543.57,75120.36,87.8,9.4,2.8,1,NA,NA,23.3999996185303,2.8,19.3,1,-11.83
"51","Arbor Springs Elementary","Coweta County","Urban","E",-8.09999999999999,-15.65,88.62,85.14,72.97,77.04,0,0,0,0,80,75,70,70.59,87.5,87.5,89.44,86.12,52.94,51.47,0,0,0,0,82.5,60,56.39,58.69,77.77,88.89,70.76,77.54,46.77,54.84,"Coweta County",16,16,1,0,33,0.515151515151515,407,12.3333333333333,70,11.1,29,"Coweta County",97215,57491.58,74956.67,70.3,26.3,3.4,1,4557492.77,13017.2900390625,17.5,10.9,16.2,1,-8.09999999999999
"52","Arbor Station Elementary School","Douglas County","Urban","E",-14.97,-23,71.04,63.88,48.04,48.91,0,0,0,0,66.4,57.92,61.31,55.03,67.04,67.03,80.3,73.25,33.97,37.73,0,0,0,0,42.34,40.33,40.54,42.81,48.11,51.89,60.6,69.69,29.74,24.33,"Douglas County",17,15,6,0,38,0.552631578947368,630,16.578947368421,14.6,56.5,56.5,"Douglas County",89550.4,59190.12,69370.32,66.2,26.2,7.6,1,4409862.81,10003.9697265625,39.7000007629395,17.1,9.3,1,-14.97
"53","Arcado Elementary School","Gwinnett County","Urban","E",-29.16,-20.11,88.19,93.28,68.08,64.12,0,0,100,100,85.3,87.82,72.2,79.2,60.75,70.25,96.48,100,43.76,46.88,0,0,80.46,80.46,73.48,60.6,54.97,50.79,45.18,42.91,89.58,77.56,35.35,40.35,"Gwinnett County",17,29,16,0,62,0.725806451612903,968,15.6129032258065,13.6,21.6,52.2,"Gwinnett County",94011.06,63922.55,92423,76.1,19.5,4.3,1,8399498,10932.1904296875,22.2000007629395,10.5,15.2,1,-29.16
"54","Archer High School","Gwinnett County","Urban","H",-16.53,-10.15,91.42,71.58,81.27,55.05,0,0,95,84.21,81.51,61.84,82.27,63.94,88.78,70.49,100,84.87,26.5,24.16,0,0,97.63,0,73.4,51.58,69.87,47.78,69.57,56.04,98.4,63.95,25,30.95,"Gwinnett County",47,69,29,1,146,0.678082191780822,3051,20.8972602739726,25.2,50.2,37.6,"Gwinnett County",95195.84,64108.27,59947.71,74,17.7,8.4,1,19783588.58,8441.8798828125,12.3999996185303,9,17.6,1,-16.53
"55","Argyle Elementary School","Cobb County","Urban","E",-31.42,-20.93,65.45,67.88,44.52,36.46,0,0,0,0,64.28,62.5,60.15,64.13,63.31,71.8,0,0,32.61,30.44,0,0,0,0,44.33,27.28,44.52,36.46,39.66,37.05,0,0,39.14,45.65,"Cobb County",12,12,12,1,37,0.675675675675676,376,10.1621621621622,1.9,38.3,99.7,"Cobb County",106795.69,69726.92,70246.91,52.1,29.3,18.6,1,5278603.81,18688.66015625,44.7999992370605,30.9,4.8,1,-31.42
"56","Armuchee Elementary School","Floyd County","Urban","E",-5.33999999999999,-7.2,76.34,84.57,69.14,79.23,0,0,0,0,32.35,44.12,76.34,84.57,70,85,79.6,87,41.56,56.5,0,0,0,0,0,0,69.14,79.23,50,55.27,71.78,82.14,44.53,53.13,"Floyd County",5,16,7,0,28,0.821428571428571,412,14.7142857142857,84,3.6,100,"Floyd County",89416.8,60479.14,63149.83,53.9,38.6,7.5,1,3342622.04,10526.6298828125,29.5,8.3,22.2,1,-5.33999999999999
"57","Armuchee High School","Floyd County","Urban","H",-18.24,-12.23,76.8,66.67,64.57,48.43,0,0,0,0,0,0,76.8,66.67,0,0,77.19,69.05,35.49,25.76,0,0,0,0,0,0,64.57,48.43,0,0,66.19,48.1,45.24,26.2,"Floyd County",13,15,7,2,37,0.648648648648649,692,18.7027027027027,84.2,4.3,100,"Floyd County",97978.95,58400.76,65286.29,46.2,34.4,19.4,1,4703487.69,10309.509765625,20.2000007629395,9.7,19,1,-18.24
"58","Armuchee Middle School","Floyd County","Urban","M",-4.84999999999999,-1.55,67.64,75.49,66.09,70.64,0,0,0,0,0,0,67.64,75.49,62,68,70.12,78.3,35.16,35.96,0,0,0,0,0,0,66.09,70.64,0,0,67.09,72.25,36.84,41.02,"Floyd County",7,7,6,1,21,0.666666666666667,289,13.7619047619048,84.8,4.2,100,"Floyd County",96020.3,60992.63,54515.93,44.6,40.1,15.2,1,2865196.36,12562.490234375,31,10.9,17.5,1,-4.84999999999999
"59","Arnall Middle School","Coweta County","Urban","M",-24.01,-13.29,76.62,79.34,63.33,55.33,0,0,100,100,60.44,61.66,60.57,62.95,68.71,76.17,89.51,91.15,42.35,45.92,0,0,89.75,88.46,50.77,36.78,51.73,42.46,51.9,44.66,72.57,66.91,33.13,29.87,"Coweta County",23,25,12,1,61,0.622950819672131,1016,16.655737704918,36.7,35.2,42.1,"Coweta County",97250,59103.75,61340.25,72.2,19.7,8.1,1,7024851.76,8750.9697265625,25.2999992370605,12.9,16.8,1,-24.01
"60","Arnco-Sargent Elementary School","Coweta County","Urban","E",-8.58,-9.98,61.56,65.03,51.58,56.45,0,0,0,0,37.03,48.15,54.2,60.5,54.55,68.19,68.7,68.27,27.42,40.33,0,0,0,0,26.19,28.58,42.48,49.45,55.77,59.62,55.5,59.8,28.33,44.65,"Coweta County",8,20,2,1,31,0.741935483870968,394,12.7096774193548,63.2,15.2,61.7,"Coweta County",96802,61345.29,75573.6,57.4,29.2,13.5,1,3988107.41,11972.41015625,46,21.1,6.6,1,-8.58
"61","Arnold Elementary School","Clayton County","Urban","E",-35.86,-22.44,59.96,74.16,37.52,38.3,0,0,0,0,56.95,72.72,59.96,74.16,50.01,67.25,68.75,70.83,26.25,37.5,0,0,0,0,37.32,36.38,37.52,38.3,0,0,0,0,0,0,"Clayton County",11,14,8,0,33,0.666666666666667,493,14.9393939393939,5.3,65.5,100,"Clayton County",101964.29,62967.88,75353.67,62.5,25.4,12.2,1,4099425.09,11630.6201171875,44.7000007629395,11.2,7,1,-35.86
"62","Arnold Middle School","Muscogee County","Urban","M",-16.72,-15.63,52.14,50.09,36.51,33.37,0,0,0,0,48.37,45.29,52.14,50.09,44.11,45.92,61.5,56.73,13.6,14.71,0,0,0,0,34,31.48,36.51,33.37,32.03,28.13,46.89,43.33,11.59,10.63,"Muscogee County",17,18,5,1,41,0.585365853658537,648,15.8048780487805,23.6,42.6,100,"Muscogee County",100868,53789.93,66494,48.9,23.5,27.6,1,4540054.44,10315.1103515625,51,13.4,8,1,-16.72
"63","Arnold Mill Elementary School","Cherokee County","Urban","E",-6.11999999999999,-8.00999999999999,80.05,96.6,72.04,90.48,0,0,0,0,52.79,69.45,57.48,76.43,47.23,70.37,87.63,100,28.88,52.95,0,0,0,0,50,64.7,50.01,66.35,55.56,67.6,77.99,98.08,18.42,35.52,"Cherokee County",28,34,6,0,68,0.588235294117647,765,11.25,70.3,5.6,17.9,"Cherokee County",92490.75,62778.69,75001.87,36.5,45.4,18.2,1,6595969.23,11302.099609375,8.39999961853027,8.7,9.3,1,-6.11999999999999
"64","Arthur Williams Middle School","Wayne County","Rural","M",-6.96999999999999,0.159999999999997,58.6,64.82,58.76,57.85,0,0,0,0,41.31,46.75,52.29,58.13,46.87,66.68,65.46,70.7,35.88,39.68,0,0,0,0,38.6,34.65,58.76,57.85,44.29,52.85,65.48,65.71,36.05,34.61,"Wayne County",21,16,9,1,47,0.553191489361702,698,14.8510638297872,61.3,25.5,100,"Wayne County",68877.19,53965.69,70756.67,30.4,37.4,32.2,1,5136893.91,10166.1396484375,41,16.6,6.8,0,-6.96999999999999
"65","Asa Hilliard Elementary School","Fulton County","Urban","E",-9.52,-10.66,39.1,38.7,28.44,29.18,0,0,0,0,36.29,36.95,39.1,38.7,56.67,48.35,0,0,25.62,28.05,0,0,0,0,23.89,24.16,28.44,29.18,43.34,46.67,0,0,42.86,54.76,"Fulton County",18,25,5,1,49,0.63265306122449,544,11.1020408163265,0.2,86.6,100,"Fulton County",104146.45,62599.95,75154.44,14,18.8,67.3,1,6528217.85,16413.330078125,75.3000030517578,29.8,2.8,1,-9.52
"66","Ashford Park Elementary School","DeKalb County","Urban","E",-24.35,-11.14,100,92.83,88.86,68.48,0,0,0,0,87.78,72.24,67,60,81.25,71.25,100,100,57.78,58.89,0,0,0,0,77.28,38.64,54.55,34.09,44.75,34.21,96.07,77.17,30,30,"DeKalb County",25,26,5,1,57,0.56140350877193,752,13.1929824561404,61.7,11.6,12.1,"DeKalb County",86556.8,59673.95,55413.81,90.3,6,3.7,1,4690794.23,10422.6396484375,7.09999990463257,15.7,17.1,1,-24.35
"67","Ashworth Middle School","Gordon County","Rural","M",-5.57,2.92,60.14,66.28,63.06,60.71,0,0,0,0,0,0,55.1,62.9,60.01,70,60.54,64.96,27.48,26.38,0,0,0,0,0,0,60.91,58.85,67.06,64.7,61.16,58.7,22.02,29.28,"Gordon County",18,12,14,1,45,0.6,687,15.2666666666667,67.1,1.6,61.6,"Gordon County",82131.33,59394.57,68821.29,18.8,39.6,41.6,1,5819078.99,10460.1904296875,34.0999984741211,14.9,11.1,0,-5.57
"68","Atha Road Elementary School","Walton County","Urban","E",-2.39,-8.41,67.56,74.13,59.15,71.74,0,0,0,0,48.61,57.55,54.31,62.78,77.7,80.21,75,80.77,51.58,50.38,0,0,0,0,39.44,51.41,45.32,58.19,67.5,77.5,68.4,80.06,40.38,46.16,"Walton County",11,24,21,0,56,0.803571428571429,811,14.4821428571429,58.6,24.7,57.7,"Walton County",100600.97,66179.57,72664.22,41.3,39.5,19.2,1,6765575.15,10498.8798828125,42.5999984741211,13.6,9.5,1,-2.39
"69","Atkinson County High School","Atkinson County","Rural","H",-22.22,-12.83,68.22,58.89,55.39,36.67,0,0,0,0,53.75,40.79,68.22,58.89,61.87,55.56,80.85,67.83,29.7,24.67,0,0,0,0,44.45,0,55.39,36.67,53.03,36.07,63.26,41.67,0,0,"Atkinson County",9,20,4,0,33,0.727272727272727,478,14.4848484848485,46.7,15.3,100,"Atkinson County",88498.59,56254.9,57686.65,55.6,31.2,13.2,1,4375570.51,10557.1298828125,33.5,6.7,5.6,0,-22.22
"70","Atkinson County Middle School","Atkinson County","Rural","M",-10.58,-7.41,68.43,58.74,61.02,48.16,0,0,0,0,57.14,41.84,68.43,58.74,68.76,56.92,72.55,66.68,22.87,26.27,0,0,0,0,52.09,34.37,61.02,48.16,61,49.01,64.06,52.49,30.44,27.18,"Atkinson County",18,7,4,0,29,0.379310344827586,394,13.5862068965517,37.6,15.7,100,"Atkinson County",83684.99,51783.12,72437.82,54.8,32,13.2,1,3113473.73,9628.23046875,46.2000007629395,10.3,3.5,0,-10.58
"71","Atkinson Elementary School","Brantley County","Urban","E",-23.73,-17.51,29.22,36.15,11.71,12.42,0,0,0,0,27.59,35.18,29.22,36.15,61.11,61.11,73.16,66.68,3.34,8.33,0,0,0,0,10.47,10.55,11.71,12.42,42.59,37.04,57.75,45.08,0,0,"Brantley County",35,37,11,4,87,0.597701149425287,444,5.10344827586207,6.3,80.9,100,"Brantley County",277992.37,169923.9,196571.8,33.6,34,32.4,1,2413022.16,10435.6103515625,58.2000007629395,13.8,10.8,1,-23.73
"72","Atlanta Area School for the Deaf","State Schools","","E",-0.110000000000001,-5.33,11.11,9.73,5.78,9.62,0,0,0,0,10.53,10.53,11.11,9.73,0,0,0,0,11.11,9.73,0,0,0,0,0,0,5.78,9.62,0,0,0,0,5.78,9.62,"State Schools",5,33,3,0,41,0.878048780487805,161,3.92682926829268,14.9,52.8,100,"State Schools",85418.53,59140.98,69151.51,35.4,28,36.6,1,NA,NA,27.2000007629395,5.7,NA,NA,-0.110000000000001
"73","Atlanta Classical Academy","Atlanta Public Schools","","E",4.41,-4.44,87.89,68.75,83.45,73.16,0,0,0,0,83.34,50,0,0,50.01,45.84,96.59,76.52,0,0,0,0,0,0,0,0,50,33.34,56.25,50,88.47,76.23,0,0,"Atlanta Public Schools",42,15,1,1,59,0.288135593220339,699,11.8474576271186,66.8,16.5,15.5,"Atlanta Public Schools",104508.5,45933.51,55006.98,86.7,10.7,2.6,1,8473847.35,12908.6396484375,8.10000038146973,3.5,NA,NA,4.41
"74","Atlanta Heights Charter School","State Charter Schools II- Atlanta Heights Charter School","","E",-26.35,-11.56,44.52,46.12,32.96,19.77,0,0,0,0,43.34,46.19,44.68,45.66,0,0,0,0,18.05,8.34,0,0,0,0,36.49,22.23,32.96,19.77,0,0,0,0,0,0,"State Charter Schools II- Atlanta Heights Charter School",23,17,0,0,40,0.425,812,20.3,0,91.3,100,"State Charter Schools II- Atlanta Heights Charter School",76851.88,54902.25,41637.79,47.8,23.9,28.3,1,NA,NA,74.6999969482422,6.9,NA,NA,-26.35
"75","Atlanta Neighborhood Charter - Elementary","Atlanta Public Schools","","E",-21.44,-14.15,90.75,88.75,76.6,67.31,0,0,0,0,57.14,53.58,57.5,52.5,0,0,98.32,96.62,51.61,40.33,0,0,0,0,0,0,0,0,0,0,81.91,71.11,38.1,26.2,"Atlanta Public Schools",16,22,0,0,38,0.578947368421053,403,10.6052631578947,70.2,14.1,5.5,"Atlanta Public Schools",98046.54,60197.29,63491.35,86.4,9.4,4.2,1,7350811.67,19233.900390625,5.30000019073486,4.1,NA,NA,-21.44
"76","Atlanta Neighborhood Charter - Middle","Atlanta Public Schools","","M",-14.49,-6.81,89.92,75.24,83.11,60.75,0,0,0,0,64.91,42.99,54.66,38.39,0,0,100,89.71,42.11,35.52,0,0,0,0,65,28.33,52.94,23.53,0,0,87.74,68.5,42.86,30.95,"Atlanta Public Schools",13,8,1,0,22,0.409090909090909,235,10.6818181818182,63.8,24.7,11.5,"Atlanta Public Schools",99797.81,60147.65,74959.01,71.9,20,8.1,1,4865356.41,21435.1796875,9.80000019073486,1.7,NA,NA,-14.49
"77","Auburn Elementary School","Barrow County","Urban","E",-6.2,-9.41,59.42,64.94,50.01,58.74,0,0,50.01,61.38,42.1,50,55.83,59.23,68.42,71.93,58.12,63.96,27.19,28.95,0,0,22.22,33.34,0,0,44.59,53.51,48.3,53.38,54.39,64.61,19.12,29.41,"Barrow County",25,29,2,1,57,0.56140350877193,698,12.2456140350877,55.4,8.2,58.2,"Barrow County",74728.15,49884.75,59734.68,28.5,45.6,25.9,1,6125334.74,11317.349609375,34.2000007629395,17.1,3.8,1,-6.2
"78","Austell Elementary School","Cobb County","Urban","E",-18.91,-15.69,65.39,64.61,49.7,45.7,0,0,0,0,67.25,65.16,61.85,61.91,65.26,62.7,54.76,60,62,58,0,0,0,0,48.47,43.75,49.7,45.7,47,51.07,0,0,40.39,34.62,"Cobb County",16,13,8,3,40,0.6,466,11.65,8.4,56.7,100,"Cobb County",114005.19,68447.51,66116.32,47.6,32.4,20,1,5227236.23,14747.25,48.5999984741211,24.7,5,1,-18.91
"79","Austin Elementary School","DeKalb County","Urban","E",-100,-0.780000000000001,100,100,99.22,0,0,0,100,100,0,0,0,0,95.25,90.49,100,100,77.1,83.33,0,0,0,0,0,0,0,0,92.11,92.12,99.06,96.68,50,62.5,"DeKalb County",23,25,7,0,55,0.581818181818182,717,13.0363636363636,54,3.6,4.7,"DeKalb County",104681.68,62672.75,62609.76,94.7,4.5,0.8,1,5584739.81,12134.23046875,0.899999976158142,18,26.6,1,-100
"80","Austin Road Elementary School","Henry County","Urban","E",-11.71,-15.4,59.64,58.84,44.24,47.13,0,0,0,0,56.99,54.26,56.93,57.3,66.68,66.67,55.36,66.09,52.17,56.53,0,0,0,0,44,45.34,42.54,50,0,0,0,0,62.5,55,"Henry County",13,12,4,1,30,0.566666666666667,354,11.8,8.8,68.9,59.9,"Henry County",91577.88,54569.91,66935.94,30.8,36.7,32.5,1,4318258.78,15025.26953125,41.4000015258789,16.8,8.4,1,-11.71
"81","Austin Road Middle School","Henry County","Urban","M",-8.87,-5.58,62.1,45.94,56.52,37.07,0,0,0,0,61.2,44.78,57.59,41.65,61.22,46.55,67.4,53.27,25.36,14.79,0,0,0,0,55.72,36.21,50.99,31.34,57.14,33.82,0,0,44.6,35.14,"Henry County",10,16,7,2,35,0.714285714285714,655,18.7142857142857,6.3,75.3,60.3,"Henry County",94997.5,58646.16,76724.56,68.2,21.5,10.2,1,5581909.62,9990.9599609375,40.2999992370605,9,13.8,1,-8.87
"82","Autrey Mill Middle School","Fulton County","Urban","M",-1.34,-5.54000000000001,100,100,94.46,98.66,0,0,100,100,78.34,74,78.69,81.01,91.94,100,100,100,48.83,58.83,0,0,0,0,68.31,59.04,75.01,66.67,79.78,71.12,94.31,96.9,34.9,50.92,"Fulton County",30,57,6,2,95,0.68421052631579,1350,14.2105263157895,44.7,9.9,8.1,"Fulton County",112372.51,63714.66,73136.48,57.4,26.8,15.8,1,10995069.28,10634.6396484375,3.79999995231628,5.4,44.8,1,-1.34
"83","Avery Elementary School","Cherokee County","Urban","E",-9.63,-7.79000000000001,84.59,98.85,76.8,89.22,0,0,0,0,92.11,100,55.69,71.03,61.22,75.52,86.91,100,43.24,62.51,0,0,0,0,0,0,37.89,51.52,55.13,57.71,79.3,92.78,35.79,47.71,"Cherokee County",24,30,24,0,78,0.692307692307692,1050,13.4615384615385,82.9,3,16.1,"Cherokee County",97720.13,65995.99,73228.53,46,39.3,14.7,1,7895283.4,10169.7900390625,6.80000019073486,7.8,5.4,1,-9.63
"84","Avondale Elementary School","DeKalb County","Urban","E",-38.48,-18.37,47.95,58.48,29.58,20,0,0,0,0,45.04,52.82,47.95,58.48,0,0,0,0,42.05,58.97,0,0,0,0,27.11,17.86,29.58,20,0,0,0,0,20.58,17.64,"DeKalb County",15,21,2,1,39,0.615384615384615,381,9.76923076923077,6.8,79.5,100,"DeKalb County",100337.18,61584.79,65263.37,47.2,22,30.7,1,4292874.49,15896.599609375,60.7000007629395,14,4,1,-38.48
"85","Awtrey Middle School","Cobb County","Urban","M",-16.96,-14.19,77.93,77.01,63.74,60.05,0,0,79.76,92.87,68.62,66.95,63.87,61.62,64.41,64.84,89.81,86.41,40.66,42.09,0,0,80,80,58.24,51.18,63.74,60.05,51.36,42.86,69.39,71.06,41.84,42.86,"Cobb County",17,25,10,0,52,0.673076923076923,738,14.1923076923077,33.3,34.6,100,"Cobb County",102986.6,68764.81,85303.64,62.1,24.7,13.3,1,6794092.91,11577.2001953125,15.6000003814697,12.3,16.6,1,-16.96
"86","AZ Kelsey Academy","Griffin-Spalding County","Urban","H",-3.57,-26.57,26.57,3.57,0,0,0,0,0,0,22.73,0,25.93,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Griffin-Spalding County",0,7,3,0,10,1,46,4.6,17.4,76.1,56.5,"Griffin-Spalding County",96121,61862.2,61133.7,15.2,23.9,60.9,1,2049815.97,61830.828125,25.7000007629395,68.8,NA,1,-3.57
"87","B.E.S.T Academy","Atlanta Public Schools","","H",-52.5,-44.12,44.12,52.5,0,0,0,0,0,0,43.19,52.25,44.12,52.5,0,0,0,0,15.92,29.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Atlanta Public Schools",12,15,6,5,38,0.68421052631579,282,7.42105263157895,0,93.3,100,"Atlanta Public Schools",109313.75,67826.97,83619.75,26.6,20.6,52.8,1,5648752.87,26979.05078125,64.6999969482422,11.4,7,NA,-52.5
"88","Babb Middle School","Clayton County","Urban","M",-14.53,0.649999999999999,53.7,55.23,54.35,40.7,0,0,81.02,87.51,45.52,43.77,53.7,55.23,54.91,58.34,45.33,40.63,26.36,30.11,0,0,0,0,44.12,28.13,54.35,40.7,56.82,47.5,0,0,68.75,59.38,"Clayton County",25,22,11,1,59,0.576271186440678,1033,17.5084745762712,3,39.1,100,"Clayton County",93849.06,58148.23,65652.25,51.2,18.1,30.7,1,6745230.01,9514.169921875,48.7000007629395,8,4.1,1,-14.53
"89","Bacon County Elementary School","Bacon County","Rural","E",6.25,1.09,64.83,85.1,65.92,91.35,0,0,0,0,40.31,63.26,64.83,85.1,48.64,78.78,77.38,94.02,39.89,63.13,0,0,0,0,39.56,73.62,65.92,91.35,57.38,87.5,78.1,98.97,47.16,69.77,"Bacon County",11,18,7,0,36,0.694444444444444,468,13,57.1,21.2,100,"Bacon County",90584,56473.74,69749.2,29.3,42.1,28.6,1,4626088.79,12007.25,49.7999992370605,12.2,6.9,0,6.25
